"","Age","Gender","Impressions","Clicks","Signed_In","CTR","ageGroup","CTRGroup"
"84228",46,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"84306",73,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"84340",63,"1",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"84354",49,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"84377",28,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"84394",85,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"84401",57,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"84418",75,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"84503",53,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"84517",57,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"84556",60,"1",10,1,"1",0.1,"55-64","0.0-0.2"
"84566",76,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"84572",47,"1",12,1,"1",0.0833333333333333,"45-54","0.0-0.2"
"84582",56,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"84591",18,"1",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"84632",15,"1",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"84637",47,"1",15,1,"1",0.0666666666666667,"45-54","0.0-0.2"
"84663",62,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"84678",57,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"84713",44,"0",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"84729",44,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"84738",23,"0",5,1,"1",0.2,"18-24","0.2-0.4"
"84750",24,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"84754",16,"1",4,1,"1",0.25,"18-","0.2-0.4"
"84775",72,"0",2,1,"1",0.5,"65+","0.4-0.6"
"84790",46,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"85001",27,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"85028",41,"0",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"85057",67,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"85078",17,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"85090",61,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"85119",37,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"85164",36,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"85171",27,"0",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"85187",56,"1",10,1,"1",0.1,"55-64","0.0-0.2"
"85222",14,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"85273",45,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"85279",46,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"85308",63,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"85322",43,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"85382",25,"1",11,1,"1",0.0909090909090909,"25-34","0.0-0.2"
"85444",61,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"85457",52,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"85481",34,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"85494",31,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"85498",57,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"85518",51,"0",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"85523",40,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"85558",63,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"85559",75,"0",4,1,"1",0.25,"65+","0.2-0.4"
"85611",46,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"85681",43,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"85712",31,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"85740",48,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"85754",59,"0",10,1,"1",0.1,"55-64","0.0-0.2"
"85756",15,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"85794",12,"1",5,1,"1",0.2,"18-","0.2-0.4"
"85850",75,"0",10,1,"1",0.1,"65+","0.0-0.2"
"85905",61,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"85963",58,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"85990",53,"0",12,1,"1",0.0833333333333333,"45-54","0.0-0.2"
"86011",62,"0",5,2,"1",0.4,"55-64","0.4-0.6"
"86018",40,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"86039",28,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"86054",60,"1",5,2,"1",0.4,"55-64","0.4-0.6"
"86089",69,"1",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"86136",81,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"86139",39,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"86144",69,"1",8,1,"1",0.125,"65+","0.0-0.2"
"86238",32,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"86254",53,"0",2,1,"1",0.5,"45-54","0.4-0.6"
"86262",86,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"86298",31,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"86317",60,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"86324",63,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"86326",38,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"86360",51,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"86369",16,"1",5,1,"1",0.2,"18-","0.2-0.4"
"86379",62,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"86470",66,"0",2,1,"1",0.5,"65+","0.4-0.6"
"86579",19,"0",5,1,"1",0.2,"18-24","0.2-0.4"
"86587",72,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"86637",53,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"86706",17,"1",8,1,"1",0.125,"18-","0.0-0.2"
"86714",32,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"86724",61,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"86726",58,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"86772",74,"0",4,1,"1",0.25,"65+","0.2-0.4"
"86775",53,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"86798",42,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"86804",47,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"86822",75,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"86835",56,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"86846",29,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"86880",76,"0",5,1,"1",0.2,"65+","0.2-0.4"
"86906",50,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"86912",70,"1",8,1,"1",0.125,"65+","0.0-0.2"
"86919",62,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"86930",13,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"86983",32,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"86997",58,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"87026",35,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"87029",13,"0",5,1,"1",0.2,"18-","0.2-0.4"
"87073",47,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"87097",17,"1",7,2,"1",0.285714285714286,"18-","0.2-0.4"
"87117",58,"0",3,2,"1",0.666666666666667,"55-64","0.6-0.8"
"87129",60,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"87138",40,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"87178",57,"1",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"87184",53,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"87203",59,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"87213",15,"1",8,1,"1",0.125,"18-","0.0-0.2"
"87246",49,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"87268",17,"1",4,1,"1",0.25,"18-","0.2-0.4"
"87337",62,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"87406",36,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"87444",38,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"87472",59,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"87497",59,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"87505",41,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"87555",26,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"87569",23,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"87590",70,"0",8,1,"1",0.125,"65+","0.0-0.2"
"87658",37,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"87703",66,"1",4,1,"1",0.25,"65+","0.2-0.4"
"87709",50,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"87864",70,"1",4,1,"1",0.25,"65+","0.2-0.4"
"87891",43,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"87938",18,"1",5,1,"1",0.2,"18-","0.2-0.4"
"87944",38,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"87998",42,"0",10,1,"1",0.1,"35-44","0.0-0.2"
"88073",29,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"88110",40,"0",10,1,"1",0.1,"35-44","0.0-0.2"
"88178",80,"1",5,1,"1",0.2,"65+","0.2-0.4"
"88241",91,"1",2,1,"1",0.5,"65+","0.4-0.6"
"88242",61,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"88260",30,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"88338",25,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"88366",16,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"88407",16,"0",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"88408",17,"1",8,1,"1",0.125,"18-","0.0-0.2"
"88419",59,"0",11,1,"1",0.0909090909090909,"55-64","0.0-0.2"
"88451",52,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"88470",49,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"88515",30,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"88537",39,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"88580",78,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"88581",40,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"88631",47,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"88636",63,"1",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"88648",31,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"88768",46,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"88811",37,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"88813",19,"0",11,1,"1",0.0909090909090909,"18-24","0.0-0.2"
"88845",47,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"88855",17,"0",4,1,"1",0.25,"18-","0.2-0.4"
"88907",42,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"88919",43,"0",2,1,"1",0.5,"35-44","0.4-0.6"
"88954",56,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"89030",58,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"89042",76,"1",1,1,"1",1,"65+","0.8-1.0"
"89099",42,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"89147",33,"1",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"89181",81,"0",4,1,"1",0.25,"65+","0.2-0.4"
"89194",84,"1",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"89222",82,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"89227",52,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"89243",67,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"89302",17,"1",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"89313",63,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"89327",55,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"89333",17,"0",5,1,"1",0.2,"18-","0.2-0.4"
"89338",49,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"89355",11,"1",4,1,"1",0.25,"18-","0.2-0.4"
"89366",91,"0",8,1,"1",0.125,"65+","0.0-0.2"
"89457",41,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"89499",69,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"89509",29,"0",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"89529",69,"1",11,1,"1",0.0909090909090909,"65+","0.0-0.2"
"89546",27,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"89553",16,"1",4,1,"1",0.25,"18-","0.2-0.4"
"89570",62,"0",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"89615",17,"1",4,2,"1",0.5,"18-","0.4-0.6"
"89619",47,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"89645",56,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"89673",19,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"89687",63,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"89743",57,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"89760",42,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"89815",63,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"89835",16,"1",8,1,"1",0.125,"18-","0.0-0.2"
"89850",48,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"89881",74,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"89886",76,"0",5,1,"1",0.2,"65+","0.2-0.4"
"89887",17,"0",5,1,"1",0.2,"18-","0.2-0.4"
"89908",30,"1",12,1,"1",0.0833333333333333,"25-34","0.0-0.2"
"89912",15,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"89947",52,"1",4,2,"1",0.5,"45-54","0.4-0.6"
"89979",60,"1",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"90013",19,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"90042",63,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"90105",75,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"90113",60,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"90148",15,"0",8,1,"1",0.125,"18-","0.0-0.2"
"90154",63,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"90166",18,"0",5,1,"1",0.2,"18-","0.2-0.4"
"90169",58,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"90186",29,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"90217",73,"0",4,1,"1",0.25,"65+","0.2-0.4"
"90238",61,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"90239",42,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"90278",50,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"90283",59,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"90298",68,"0",4,1,"1",0.25,"65+","0.2-0.4"
"90299",17,"1",5,1,"1",0.2,"18-","0.2-0.4"
"90303",33,"1",10,1,"1",0.1,"25-34","0.0-0.2"
"90313",17,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"90348",68,"0",5,1,"1",0.2,"65+","0.2-0.4"
"90353",16,"1",7,2,"1",0.285714285714286,"18-","0.2-0.4"
"90389",70,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"90409",40,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"90456",37,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"90460",36,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"90466",29,"0",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"90512",21,"0",8,1,"1",0.125,"18-24","0.0-0.2"
"90514",17,"1",5,1,"1",0.2,"18-","0.2-0.4"
"90546",35,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"90549",18,"1",5,1,"1",0.2,"18-","0.2-0.4"
"90572",59,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"90628",20,"0",5,1,"1",0.2,"18-24","0.2-0.4"
"90651",56,"1",4,2,"1",0.5,"55-64","0.4-0.6"
"90657",68,"0",12,1,"1",0.0833333333333333,"65+","0.0-0.2"
"90669",77,"1",4,1,"1",0.25,"65+","0.2-0.4"
"90670",34,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"90705",57,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"90707",59,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"90728",31,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"90734",27,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"90735",26,"0",11,1,"1",0.0909090909090909,"25-34","0.0-0.2"
"90756",76,"0",4,1,"1",0.25,"65+","0.2-0.4"
"90770",42,"0",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"90783",65,"1",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"90876",78,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"90880",41,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"90887",66,"0",4,1,"1",0.25,"65+","0.2-0.4"
"90896",19,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"90977",26,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"91002",56,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"91047",59,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"91056",75,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"91095",19,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"91146",27,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"91170",38,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"91188",36,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"91203",56,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"91207",61,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"91211",70,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"91283",37,"0",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"91298",22,"0",4,1,"1",0.25,"18-24","0.2-0.4"
"91351",14,"1",5,1,"1",0.2,"18-","0.2-0.4"
"91363",47,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"91404",50,"1",8,1,"1",0.125,"45-54","0.0-0.2"
"91423",68,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"91440",66,"0",11,1,"1",0.0909090909090909,"65+","0.0-0.2"
"91444",28,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"91469",89,"1",8,1,"1",0.125,"65+","0.0-0.2"
"91521",38,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"91548",22,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"91552",68,"0",2,1,"1",0.5,"65+","0.4-0.6"
"91664",45,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"91665",59,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"91678",78,"0",4,1,"1",0.25,"65+","0.2-0.4"
"91681",20,"1",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"91697",80,"1",8,1,"1",0.125,"65+","0.0-0.2"
"91719",46,"0",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"91757",62,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"91788",36,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"91857",32,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"91915",75,"1",5,1,"1",0.2,"65+","0.2-0.4"
"91981",39,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"92015",53,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"92051",16,"1",5,1,"1",0.2,"18-","0.2-0.4"
"92054",22,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"92091",66,"0",4,1,"1",0.25,"65+","0.2-0.4"
"92098",58,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"92101",36,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"92131",57,"0",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"92204",29,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"92210",42,"1",5,2,"1",0.4,"35-44","0.4-0.6"
"92215",60,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"92223",50,"1",8,1,"1",0.125,"45-54","0.0-0.2"
"92273",29,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"92365",78,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"92409",30,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"92411",61,"0",10,1,"1",0.1,"55-64","0.0-0.2"
"92439",71,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"92491",56,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"92498",24,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"92527",46,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"92568",48,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"92631",52,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"92651",30,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"92660",79,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"92672",58,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"92732",81,"0",4,1,"1",0.25,"65+","0.2-0.4"
"92760",61,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"92860",17,"1",5,1,"1",0.2,"18-","0.2-0.4"
"92904",53,"0",10,1,"1",0.1,"45-54","0.0-0.2"
"92927",74,"1",4,1,"1",0.25,"65+","0.2-0.4"
"92931",72,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"92963",62,"1",10,1,"1",0.1,"55-64","0.0-0.2"
"92996",42,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"93061",45,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"93078",60,"0",14,2,"1",0.142857142857143,"55-64","0.0-0.2"
"93116",51,"1",2,1,"1",0.5,"45-54","0.4-0.6"
"93202",50,"1",10,1,"1",0.1,"45-54","0.0-0.2"
"93203",33,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"93246",39,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"93265",28,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"93285",25,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"93309",36,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"93343",40,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"93359",28,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"93395",17,"1",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"93470",20,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"93476",14,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"93479",56,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"93573",48,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"93575",68,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"93593",68,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"93656",70,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"93671",72,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"93741",37,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"93765",55,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"93795",44,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"93918",57,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"93963",58,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"93983",42,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"93989",15,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"94008",50,"1",5,2,"1",0.4,"45-54","0.4-0.6"
"94113",45,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"94126",43,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"94141",18,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"94176",36,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"94180",46,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"94182",30,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"94190",35,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"94227",35,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"94235",58,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"94237",16,"1",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"94238",65,"1",8,1,"1",0.125,"65+","0.0-0.2"
"94282",44,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"94328",39,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"94366",63,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"94371",20,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"94438",43,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"94441",17,"0",4,1,"1",0.25,"18-","0.2-0.4"
"94447",54,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"94539",66,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"94543",49,"0",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"94550",63,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"94569",71,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"94571",16,"1",5,1,"1",0.2,"18-","0.2-0.4"
"94603",38,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"94633",63,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"94706",17,"1",8,1,"1",0.125,"18-","0.0-0.2"
"94711",61,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"94751",58,"0",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"94754",30,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"94761",57,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"94845",72,"0",4,1,"1",0.25,"65+","0.2-0.4"
"94882",71,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"94959",49,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"94966",72,"0",4,1,"1",0.25,"65+","0.2-0.4"
"94972",21,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"94990",40,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"95024",37,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"95030",66,"0",6,2,"1",0.333333333333333,"65+","0.2-0.4"
"95067",76,"1",5,1,"1",0.2,"65+","0.2-0.4"
"95068",67,"0",1,1,"1",1,"65+","0.8-1.0"
"95086",57,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"95122",67,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"95139",66,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"95140",69,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"95143",12,"1",5,1,"1",0.2,"18-","0.2-0.4"
"95149",55,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"95218",53,"0",2,1,"1",0.5,"45-54","0.4-0.6"
"95247",19,"1",11,1,"1",0.0909090909090909,"18-24","0.0-0.2"
"95294",17,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"95313",21,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"95324",59,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"95331",82,"0",5,1,"1",0.2,"65+","0.2-0.4"
